IP,SLOT,PORT,VLAN,ID_PORT,GPON,VENDOR
172.28.114.14,1,4,"3327, 267",12105573-76005502,GPON00-D2-CBI-3,ZTE
172.28.114.14,2,1,"3327, 267",12105574-76005503,GPON00-D2-CBI-3,ZTE
172.28.114.14,2,2,"3327, 267",12105574-76005504,GPON00-D2-CBI-3,ZTE
172.28.114.14,2,3,"3327, 267",12105574-76005505,GPON00-D2-CBI-3,ZTE
172.28.114.14,2,4,"3327, 267",12105574-76005506 ,GPON00-D2-CBI-3,ZTE
172.28.114.14,4,1,"3327, 267",12105576-76005508,GPON00-D2-CBI-3,ZTE
172.28.114.14,4,2,"3327, 267",12105576-76005509,GPON00-D2-CBI-3,ZTE
172.28.114.14,4,3,"3327, 267",12105576-76005510,GPON00-D2-CBI-3,ZTE
172.28.114.14,4,4,"3327, 267",12105576-76005511,GPON00-D2-CBI-3,ZTE
172.28.114.14,5,1,"3327, 267",12105579-76005512,GPON00-D2-CBI-3,ZTE
172.28.114.14,5,2,"3327, 267",12105579-76005513,GPON00-D2-CBI-3,ZTE
172.28.114.14,5,3,"3327, 267",12105579-76005514,GPON00-D2-CBI-3,ZTE
172.28.114.14,5,4,"3327, 267",12105579-76005515,GPON00-D2-CBI-3,ZTE
172.28.114.14,9,1,"3327, 267",12105587-76005536,GPON00-D2-CBI-3,ZTE
172.28.114.14,9,2,"3327, 267",12105587-76005537,GPON00-D2-CBI-3,ZTE
172.28.114.14,9,3,"3327, 267",12105587-76005538,GPON00-D2-CBI-3,ZTE
172.28.114.14,9,4,"3327, 267",12105587-76005539,GPON00-D2-CBI-3,ZTE
172.28.114.14,10,1,"3327, 267",12105589-76005548,GPON00-D2-CBI-3,ZTE
172.28.114.14,10,2,"3327, 267",12105589-76005549,GPON00-D2-CBI-3,ZTE
172.28.114.14,10,3,"3327, 267",12105589-76005550,GPON00-D2-CBI-3,ZTE
172.28.114.14,10,4,"3327, 267",12105589-76005551,GPON00-D2-CBI-3,ZTE
172.28.114.14,12,1,"3327, 267",40802816-251441538,GPON00-D2-CBI-3,ZTE
172.28.114.14,12,2,"3327, 267",40802816-251441539,GPON00-D2-CBI-3,ZTE
172.28.114.14,12,3,"3327, 267",40802816-251441540,GPON00-D2-CBI-3,ZTE
172.28.114.14,12,4,"3327, 267",40802816-251441541,GPON00-D2-CBI-3,ZTE
172.28.114.15,1,1,"3136,,272",12105466-76004774,GPON00-D2-PAR-3,ZTE
172.28.114.15,1,2,"3136,,272",12105466-76004776,GPON00-D2-PAR-3,ZTE
172.28.114.15,1,3,"3136,,272",12105466-76004778,GPON00-D2-PAR-3,ZTE
172.28.114.15,1,4,"3136,,272",12105466-76004780,GPON00-D2-PAR-3,ZTE
172.28.114.15,2,1,"3136,,272",12105473-76004782,GPON00-D2-PAR-3,ZTE
172.28.114.15,2,2,"3136,,272",12105473-76004783,GPON00-D2-PAR-3,ZTE
172.28.114.15,2,3,"3136,,272",12105473-76004784,GPON00-D2-PAR-3,ZTE
172.28.114.15,2,4,"3136,,272",12105473-76004785,GPON00-D2-PAR-3,ZTE
172.28.114.15,4,1,"3136,,272",12105483-76004821,GPON00-D2-PAR-3,ZTE
172.28.114.15,4,2,"3136,,272",12105483-76004822,GPON00-D2-PAR-3,ZTE
172.28.114.15,4,3,"3136,,272",12105483-76004823,GPON00-D2-PAR-3,ZTE
172.28.114.15,4,4,"3136,,272",12105483-76004824,GPON00-D2-PAR-3,ZTE
172.28.114.15,5,1,"3136,,272",12105489-76004845,GPON00-D2-PAR-3,ZTE
172.28.114.15,5,2,"3136,,272",12105489-76004846,GPON00-D2-PAR-3,ZTE
172.28.114.15,5,3,"3136,,272",12105489-76004847,GPON00-D2-PAR-3,ZTE
172.28.114.15,5,4,"3136,,272",12105489-76004848,GPON00-D2-PAR-3,ZTE
172.28.114.15,9,1,"3136,,272",12105509-76004909,GPON00-D2-PAR-3,ZTE
172.28.114.15,9,2,"3136,,272",12105509-76004910,GPON00-D2-PAR-3,ZTE
172.28.114.15,9,3,"3136,,272",12105509-76004911,GPON00-D2-PAR-3,ZTE
172.28.114.15,9,4,"3136,,272",12105509-76004912,GPON00-D2-PAR-3,ZTE
172.28.114.15,10,1,"3136,,272",12105512-76004925,GPON00-D2-PAR-3,ZTE
172.28.114.15,10,2,"3136,,272",12105512-76004926,GPON00-D2-PAR-3,ZTE
172.28.114.15,10,3,"3136,,272",12105512-76004927,GPON00-D2-PAR-3,ZTE
172.28.114.15,10,4,"3136,,272",12105512-76004928,GPON00-D2-PAR-3,ZTE
172.28.114.15,11,1,"3136,,272",12105516-76004973,GPON00-D2-PAR-3,ZTE
172.28.114.15,11,2,"3136,,272",12105516-76004974,GPON00-D2-PAR-3,ZTE
172.28.114.15,11,3,"3136,,272",12105516-76004975,GPON00-D2-PAR-3,ZTE
172.28.114.15,11,4,"3136,,272",12105516-76004976,GPON00-D2-PAR-3,ZTE
172.28.114.15,12,1,"3136,,272",12105519-76004985,GPON00-D2-PAR-3,ZTE
172.28.114.15,12,2,"3136,,272",12105519-76004986,GPON00-D2-PAR-3,ZTE
172.28.114.15,12,3,"3136,,272",12105519-76004988,GPON00-D2-PAR-3,ZTE
172.28.114.15,12,4,"3136,,272",12105519-76004990,GPON00-D2-PAR-3,ZTE
172.28.114.15,13,1,"3136,,272",12105522-76004997,GPON00-D2-PAR-3,ZTE
172.28.114.15,13,2,"3136,,272",12105522-76004998,GPON00-D2-PAR-3,ZTE
172.28.114.15,13,3,"3136,,272",12105522-76004999,GPON00-D2-PAR-3,ZTE
172.28.114.15,13,4,"3136,,272",12105522-76005000,GPON00-D2-PAR-3,ZTE
172.28.114.16,1,1,"3600,,278",12103661-75981254,GPON00-D2-KHL,ZTE
172.28.114.16,1,2,"3600,,278",12103661-75981255,GPON00-D2-KHL,ZTE
172.28.114.16,1,3,"3600,,278",12103661-75981256,GPON00-D2-KHL,ZTE
172.28.114.16,1,4,"3600,,278",12103661-75981257,GPON00-D2-KHL,ZTE
172.28.114.16,3,1,"3600,,278",12103709-75981402,GPON00-D2-KHL,ZTE
172.28.114.16,3,2,"3600,,278",12103709-75981403,GPON00-D2-KHL,ZTE
172.28.114.16,3,3,"3600,,278",12103709-75981404,GPON00-D2-KHL,ZTE
172.28.114.16,3,4,"3600,,278",12103709-75981405,GPON00-D2-KHL,ZTE
172.28.114.16,4,1,"3600,,278",12103727-75981531,GPON00-D2-KHL,ZTE
172.28.114.16,4,2,"3600,,278",12103727-75981532,GPON00-D2-KHL,ZTE
172.28.114.16,4,3,"3600,,278",12103727-75981533,GPON00-D2-KHL,ZTE
172.28.114.16,4,4,"3600,,278",12103727-75981534,GPON00-D2-KHL,ZTE
172.28.114.16,5,1,"3600,,278",12103746-75981743,GPON00-D2-KHL,ZTE
172.28.114.16,5,2,"3600,,278",12103746-75981744,GPON00-D2-KHL,ZTE
172.28.114.16,5,3,"3600,,278",12103746-75981745,GPON00-D2-KHL,ZTE
172.28.114.16,5,4,"3600,,278",12103746-75981746,GPON00-D2-KHL,ZTE
172.28.114.16,9,1,"3600,,278",12103811-75982049,GPON00-D2-KHL,ZTE
172.28.114.16,9,2,"3600,,278",12103811-75982050,GPON00-D2-KHL,ZTE
172.28.114.16,9,3,"3600,,278",12103811-75982051,GPON00-D2-KHL,ZTE
172.28.114.16,9,4,"3600,,278",12103811-75982052,GPON00-D2-KHL,ZTE
172.28.114.17,2,1,"3146,,501",14960140-98370200,GPON01-D2-CWI-3,ZTE
172.28.114.17,2,2,"3146,,501",14960140-98370201,GPON01-D2-CWI-3,ZTE
172.28.114.17,2,3,"3146,,501",14960140-98370202,GPON01-D2-CWI-3,ZTE
172.28.114.17,2,4,"3146,,501",14960140-98370203,GPON01-D2-CWI-3,ZTE
172.28.114.17,2,5,"3146,,501",14960140-98370204,GPON01-D2-CWI-3,ZTE
172.28.114.17,2,6,"3146,,501",14960140-98370205,GPON01-D2-CWI-3,ZTE
172.28.114.17,2,7,"3146,,501",14960140-98370206,GPON01-D2-CWI-3,ZTE
172.28.114.17,2,8,"3146,,501",14960140-98370207,GPON01-D2-CWI-3,ZTE
172.28.114.17,3,1,"3146,,501",14960141-98370208,GPON01-D2-CWI-3,ZTE
172.28.114.17,3,2,"3146,,501",14960141-98370209,GPON01-D2-CWI-3,ZTE
172.28.114.17,3,3,"3146,,501",14960141-98370210,GPON01-D2-CWI-3,ZTE
172.28.114.17,3,4,"3146,,501",14960141-98370211,GPON01-D2-CWI-3,ZTE
172.28.114.17,3,5,"3146,,501",14960141-98370212,GPON01-D2-CWI-3,ZTE
172.28.114.17,3,6,"3146,,501",14960141-98370213,GPON01-D2-CWI-3,ZTE
172.28.114.17,3,7,"3146,,501",14960141-98370214,GPON01-D2-CWI-3,ZTE
172.28.114.17,3,8,"3146,,501",14960141-98370215,GPON01-D2-CWI-3,ZTE
172.28.114.17,4,1,"3146,,501",14960142-98370216,GPON01-D2-CWI-3,ZTE
172.28.114.17,4,2,"3146,,501",14960142-98370217,GPON01-D2-CWI-3,ZTE
172.28.114.17,4,3,"3146,,501",14960142-98370218,GPON01-D2-CWI-3,ZTE
172.28.114.17,4,4,"3146,,501",14960142-98370219,GPON01-D2-CWI-3,ZTE
172.28.114.17,4,5,"3146,,501",14960142-98370220,GPON01-D2-CWI-3,ZTE
172.28.114.17,4,6,"3146,,501",14960142-98370221,GPON01-D2-CWI-3,ZTE
172.28.114.17,4,7,"3146,,501",14960142-98370222,GPON01-D2-CWI-3,ZTE
172.28.114.17,4,8,"3146,,501",14960142-98370223,GPON01-D2-CWI-3,ZTE
172.28.114.17,5,1,"3146,,501",14960143-98370224,GPON01-D2-CWI-3,ZTE
172.28.114.17,5,2,"3146,,501",14960143-98370225,GPON01-D2-CWI-3,ZTE
172.28.114.17,5,3,"3146,,501",14960143-98370226,GPON01-D2-CWI-3,ZTE
172.28.114.17,5,4,"3146,,501",14960143-98370227,GPON01-D2-CWI-3,ZTE
172.28.114.17,5,5,"3146,,501",14960143-98370228,GPON01-D2-CWI-3,ZTE
172.28.114.17,5,6,"3146,,501",14960143-98370229,GPON01-D2-CWI-3,ZTE
172.28.114.17,5,7,"3146,,501",14960143-98370230,GPON01-D2-CWI-3,ZTE
172.28.114.17,5,8,"3146,,501",14960143-98370231,GPON01-D2-CWI-3,ZTE
172.28.114.17,6,1,"3146,,501",14960144-98370232,GPON01-D2-CWI-3,ZTE
172.28.114.17,6,2,"3146,,501",14960144-98370233,GPON01-D2-CWI-3,ZTE
172.28.114.17,6,3,"3146,,501",14960144-98370234,GPON01-D2-CWI-3,ZTE
172.28.114.17,6,4,"3146,,501",14960144-98370235,GPON01-D2-CWI-3,ZTE
172.28.114.17,6,5,"3146,,501",14960144-98370236,GPON01-D2-CWI-3,ZTE
172.28.114.17,6,6,"3146,,501",14960144-98370237,GPON01-D2-CWI-3,ZTE
172.28.114.17,6,7,"3146,,501",14960144-98370238,GPON01-D2-CWI-3,ZTE
172.28.114.17,6,8,"3146,,501",14960144-98370239,GPON01-D2-CWI-3,ZTE
172.28.114.17,7,1,"3146,,501",109054102-451328054,GPON01-D2-CWI-3,ZTE
172.28.114.17,7,2,"3146,,501",109054102-451328055,GPON01-D2-CWI-3,ZTE
172.28.114.17,7,3,"3146,,501",109054102-451328056,GPON01-D2-CWI-3,ZTE
172.28.114.17,7,4,"3146,,501",109054102-451328057,GPON01-D2-CWI-3,ZTE
172.28.114.17,7,5,"3146,,501",109054102-451328058,GPON01-D2-CWI-3,ZTE
172.28.114.17,7,6,"3146,,501",109054102-451328059,GPON01-D2-CWI-3,ZTE
172.28.114.17,7,7,"3146,,501",109054102-451328060,GPON01-D2-CWI-3,ZTE
172.28.114.17,7,8,"3146,,501",109054102-451328061,GPON01-D2-CWI-3,ZTE
172.28.114.17,8,1,"3146,,501",392028362-1477511612,GPON01-D2-CWI-3,ZTE
172.28.114.17,8,2,"3146,,501",392028362-1477594359,GPON01-D2-CWI-3,ZTE
172.28.114.17,8,3,"3146,,501",392028362-1477511613,GPON01-D2-CWI-3,ZTE
172.28.114.17,8,4,"3146,,501",392028362-1477594360,GPON01-D2-CWI-3,ZTE
172.28.114.17,8,5,"3146,,501",392028362-1477511614,GPON01-D2-CWI-3,ZTE
172.28.114.17,8,6,"3146,,501",392028362-1477594361,GPON01-D2-CWI-3,ZTE
172.28.114.17,8,7,"3146,,501",392028362-1477511615,GPON01-D2-CWI-3,ZTE
172.28.114.17,8,8,"3146,,501",392028362-1477594362,GPON01-D2-CWI-3,ZTE
172.28.114.17,8,9,"3146,,501",392028362-1477511616,GPON01-D2-CWI-3,ZTE
172.28.114.17,8,10,"3146,,501",392028362-1477594363,GPON01-D2-CWI-3,ZTE
172.28.114.17,8,11,"3146,,501",392028362-1477511617,GPON01-D2-CWI-3,ZTE
172.28.114.17,8,12,"3146,,501",392028362-1477594364,GPON01-D2-CWI-3,ZTE
172.28.114.17,8,13,"3146,,501",392028362-1477511618,GPON01-D2-CWI-3,ZTE
172.28.114.17,8,14,"3146,,501",392028362-1477594365,GPON01-D2-CWI-3,ZTE
172.28.114.17,8,15,"3146,,501",392028362-1477511619,GPON01-D2-CWI-3,ZTE
172.28.114.17,8,16,"3146,,501",392028362-1477594366,GPON01-D2-CWI-3,ZTE
172.28.114.17,9,1,"3146,,501",460128341-1776239116,GPON01-D2-CWI-3,ZTE
172.28.114.17,9,2,"3146,,501",460128341-1775415759,GPON01-D2-CWI-3,ZTE
172.28.114.17,9,3,"3146,,501",460128341-1776239117,GPON01-D2-CWI-3,ZTE
172.28.114.17,9,4,"3146,,501",460128341-1775415760,GPON01-D2-CWI-3,ZTE
172.28.114.17,9,5,"3146,,501",460128341-1776239118,GPON01-D2-CWI-3,ZTE
172.28.114.17,9,6,"3146,,501",460128341-1775415761,GPON01-D2-CWI-3,ZTE
172.28.114.17,9,7,"3146,,501",460128341-1776239119,GPON01-D2-CWI-3,ZTE
172.28.114.17,9,8,"3146,,501",460128341-1775415762,GPON01-D2-CWI-3,ZTE
172.28.114.17,10,1,"3146,,501",460128341-1776239116,GPON01-D2-CWI-3,ZTE
172.28.114.17,10,2,"3146,,501",460128341-1775415759,GPON01-D2-CWI-3,ZTE
172.28.114.17,10,3,"3146,,501",460128341-1776239117,GPON01-D2-CWI-3,ZTE
172.28.114.17,10,4,"3146,,501",460128341-1775415760,GPON01-D2-CWI-3,ZTE
172.28.114.17,10,5,"3146,,501",460128341-1776239118,GPON01-D2-CWI-3,ZTE
172.28.114.17,10,6,"3146,,501",460128341-1775415761,GPON01-D2-CWI-3,ZTE
172.28.114.17,10,7,"3146,,501",460128341-1776239119,GPON01-D2-CWI-3,ZTE
172.28.114.17,10,8,"3146,,501",460128341-1775415762,GPON01-D2-CWI-3,ZTE
172.28.114.18,1,1,"3999,,1002",12105467-76004769,GPON00-D2-SPL,ZTE
172.28.114.18,1,2,"3999,,1002",12105467-76004770,GPON00-D2-SPL,ZTE
172.28.114.18,1,3,"3999,,1002",12105467-76004771,GPON00-D2-SPL,ZTE
172.28.114.18,1,4,"3999,,1002",12105467-76004772,GPON00-D2-SPL,ZTE
172.28.114.18,3,1,"3999,,1002",12105481-76004813,GPON00-D2-SPL,ZTE
172.28.114.18,3,2,"3999,,1002",12105481-76004814,GPON00-D2-SPL,ZTE
172.28.114.18,3,3,"3999,,1002",12105481-76004815,GPON00-D2-SPL,ZTE
172.28.114.18,3,4,"3999,,1002",12105481-76004816,GPON00-D2-SPL,ZTE
172.28.114.18,4,1,"3999,,1002",12105485-76004825,GPON00-D2-SPL,ZTE
172.28.114.18,4,2,"3999,,1002",12105485-76004826,GPON00-D2-SPL,ZTE
172.28.114.18,4,3,"3999,,1002",12105485-76004827,GPON00-D2-SPL,ZTE
172.28.114.18,4,4,"3999,,1002",12105485-76004828,GPON00-D2-SPL,ZTE
172.28.114.18,5,1,"3999,,1002",12105491-76004849,GPON00-D2-SPL,ZTE
172.28.114.18,5,2,"3999,,1002",12105491-76004850,GPON00-D2-SPL,ZTE
172.28.114.18,5,3,"3999,,1002",12105491-76004851,GPON00-D2-SPL,ZTE
172.28.114.18,5,4,"3999,,1002",12105491-76004852,GPON00-D2-SPL,ZTE
172.28.114.18,9,1,"3999,,1002",12105508-76004905,GPON00-D2-SPL,ZTE
172.28.114.18,9,2,"3999,,1002",12105508-76004906,GPON00-D2-SPL,ZTE
172.28.114.18,9,3,"3999,,1002",12105508-76004907,GPON00-D2-SPL,ZTE
172.28.114.18,9,4,"3999,,1002",12105508-76004908,GPON00-D2-SPL,ZTE
172.28.114.18,10,1,"3999,,1002",12105511-76004921,GPON00-D2-SPL,ZTE
172.28.114.18,10,2,"3999,,1002",12105511-76004922,GPON00-D2-SPL,ZTE
172.28.114.18,10,3,"3999,,1002",12105511-76004923,GPON00-D2-SPL,ZTE
172.28.114.18,10,4,"3999,,1002",12105511-76004924,GPON00-D2-SPL,ZTE
172.28.114.18,11,1,"3999,,1002",12105515-76004969,GPON00-D2-SPL,ZTE
172.28.114.18,11,2,"3999,,1002",12105515-76004970,GPON00-D2-SPL,ZTE
172.28.114.18,11,3,"3999,,1002",12105515-76004971,GPON00-D2-SPL,ZTE
172.28.114.18,11,4,"3999,,1002",12105515-76004972,GPON00-D2-SPL,ZTE
172.28.114.18,12,1,"3999,,1002",12105518-76004987,GPON00-D2-SPL,ZTE
172.28.114.18,12,2,"3999,,1002",12105518-76004989,GPON00-D2-SPL,ZTE
172.28.114.18,12,3,"3999,,1002",12105518-76004991,GPON00-D2-SPL,ZTE
172.28.114.18,12,4,"3999,,1002",12105518-76004992,GPON00-D2-SPL,ZTE
172.28.114.18,13,1,"3999,,1002",12105523-76005001,GPON00-D2-SPL,ZTE
172.28.114.18,13,2,"3999,,1002",12105523-76005002,GPON00-D2-SPL,ZTE
172.28.114.18,13,3,"3999,,1002",12105523-76005003,GPON00-D2-SPL,ZTE
172.28.114.18,13,4,"3999,,1002",12105523-76005004,GPON00-D2-SPL,ZTE
172.28.114.18,14,1,"3999,,1002",12105527-76005017,GPON00-D2-SPL,ZTE
172.28.114.18,14,2,"3999,,1002",12105527-76005018,GPON00-D2-SPL,ZTE
172.28.114.18,14,3,"3999,,1002",12105527-76005019,GPON00-D2-SPL,ZTE
172.28.114.18,14,4,"3999,,1002",12105527-76005020,GPON00-D2-SPL,ZTE
172.28.114.19,1,1,"3603, 1393",12105564-76005482,GPON00-D2-STL-3,ZTE
172.28.114.19,1,2,"3603, 1393",12105564-76005483 ,GPON00-D2-STL-3,ZTE
172.28.114.19,1,3,"3603, 1393",12105564-76005484 ,GPON00-D2-STL-3,ZTE
172.28.114.19,1,4,"3603, 1393",12105564-76005485 ,GPON00-D2-STL-3,ZTE
172.28.114.19,4,1,"3603, 1393",12105566-76005487,GPON00-D2-STL-3,ZTE
172.28.114.19,4,2,"3603, 1393",12105566-76005488,GPON00-D2-STL-3,ZTE
172.28.114.19,4,3,"3603, 1393",12105566-76005489 ,GPON00-D2-STL-3,ZTE
172.28.114.19,4,4,"3603, 1393",12105566-76005490 ,GPON00-D2-STL-3,ZTE
172.28.114.19,5,1,"3603, 1393",12105567-76005491,GPON00-D2-STL-3,ZTE
172.28.114.19,5,2,"3603, 1393",12105567-76005492 ,GPON00-D2-STL-3,ZTE
172.28.114.19,5,3,"3603, 1393",12105567-76005493 ,GPON00-D2-STL-3,ZTE
172.28.114.19,5,4,"3603, 1393",12105567-76005494 ,GPON00-D2-STL-3,ZTE
172.28.114.21,1,1,"3604, 514",12105608-76005673,GPON00-D2-BJD-3,ZTE
172.28.114.21,1,2,"3604, 514",12105608-76005674,GPON00-D2-BJD-3,ZTE
172.28.114.21,1,3,"3604, 514",12105608-76005675,GPON00-D2-BJD-3,ZTE
172.28.114.21,1,4,"3604, 514",12105608-76005676,GPON00-D2-BJD-3,ZTE
172.28.114.21,3,1,"3604, 514",12105610-76005678,GPON00-D2-BJD-3,ZTE
172.28.114.21,3,2,"3604, 514",12105610-76005679,GPON00-D2-BJD-3,ZTE
172.28.114.21,3,3,"3604, 514",12105610-76005680,GPON00-D2-BJD-3,ZTE
172.28.114.21,3,4,"3604, 514",12105610-76005681,GPON00-D2-BJD-3,ZTE
172.28.114.21,4,1,"3604, 514",12105611-76005682,GPON00-D2-BJD-3,ZTE
172.28.114.21,4,2,"3604, 514",12105611-76005683,GPON00-D2-BJD-3,ZTE
172.28.114.21,4,3,"3604, 514",12105611-76005684,GPON00-D2-BJD-3,ZTE
172.28.114.21,4,4,"3604, 514",12105611-76005685,GPON00-D2-BJD-3,ZTE
172.28.114.21,5,1,"3604, 514",12105612-76005686,GPON00-D2-BJD-3,ZTE
172.28.114.21,5,2,"3604, 514",12105612-76005687,GPON00-D2-BJD-3,ZTE
172.28.114.21,5,3,"3604, 514",12105612-76005688,GPON00-D2-BJD-3,ZTE
172.28.114.21,5,4,"3604, 514",12105612-76005689,GPON00-D2-BJD-3,ZTE
172.28.114.21,6,1,"3604, 514",12105613-76005690,GPON00-D2-BJD-3,ZTE
172.28.114.21,6,2,"3604, 514",12105613-76005691,GPON00-D2-BJD-3,ZTE
172.28.114.21,6,3,"3604, 514",12105613-76005692,GPON00-D2-BJD-3,ZTE
172.28.114.21,6,4,"3604, 514",12105613-76005693,GPON00-D2-BJD-3,ZTE
172.28.114.23,1,1,"2856, 840",12309265-75918016,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,1,2,"2856, 840",12309265-75854937,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,1,3,"2856, 840",12309265-75918017,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,1,4,"2856, 840",12309265-75854938,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,1,5,"2856, 840",12309265-75918018,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,1,6,"2856, 840",12309265-75854939,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,1,7,"2856, 840",12309265-75918019,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,1,8,"2856, 840",12309265-75854940,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,1,9,"2856, 840",12309265-75918020,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,1,10,"2856, 840",12309265-75854941,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,1,11,"2856, 840",12309265-75918021,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,1,12,"2856, 840",12309265-75854942,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,1,13,"2856, 840",12309265-75918022,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,1,14,"2856, 840",12309265-75854943,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,1,15,"2856, 840",12309265-75918023,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,1,16,"2856, 840",12309265-75854944,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,2,1,"2856, 840",12100607-75855411,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,2,1,"2856, 840",650553372-2184676536,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,2,2,"2856, 840",12100607-75918488,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,2,2,"2856, 840",650553372-2184541667,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,2,3,"2856, 840",12100607-75855412,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,2,3,"2856, 840",650553372-2184676537,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,2,4,"2856, 840",12100607-75918489,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,2,4,"2856, 840",650553372-2184541668,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,2,5,"2856, 840",650553372-2184676538,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,2,6,"2856, 840",650553372-2184541669,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,2,7,"2856, 840",650553372-2184676539,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,2,8,"2856, 840",650553372-2184541670,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,2,9,"2856, 840",650553372-2184676540,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,2,10,"2856, 840",650553372-2184541671,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,2,11,"2856, 840",650553372-2184676541,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,2,12,"2856, 840",650553372-2184541672,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,2,13,"2856, 840",650553372-2184676542,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,2,14,"2856, 840",650553372-2184541673,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,2,15,"2856, 840",650553372-2184676543,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,2,16,"2856, 840",650553372-2184541674,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,3,1,"2856, 840",12100612-75918851,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,3,2,"2856, 840",12100612-75855773,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,3,3,"2856, 840",12100612-75918852,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,3,4,"2856, 840",12100612-75855774,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,3,5,"2856, 840",12100612-75918853,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,3,6,"2856, 840",12100612-75855775,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,3,7,"2856, 840",12100612-75918854,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,3,8,"2856, 840",12100612-75855776,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,3,9,"2856, 840",12100612-75918855,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,3,10,"2856, 840",12100612-75855777,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,3,11,"2856, 840",12100612-75918856,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,3,12,"2856, 840",12100612-75855778,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,3,13,"2856, 840",12100612-75918857,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,3,14,"2856, 840",12100612-75855779,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,3,15,"2856, 840",12100612-75918858,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,3,16,"2856, 840",12100612-75855780,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,4,1,"2856, 840",12309288-75918974,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,4,2,"2856, 840",12309288-75855896,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,4,3,"2856, 840",12309288-75918975,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,4,4,"2856, 840",12309288-75855897,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,4,5,"2856, 840",12309288-75918976,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,4,6,"2856, 840",12309288-75855898,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,4,7,"2856, 840",12309288-75918977,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,4,8,"2856, 840",12309288-75855899,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,4,9,"2856, 840",12309288-75918978,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,4,10,"2856, 840",12309288-75855900,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,4,11,"2856, 840",12309288-75918979,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,4,12,"2856, 840",12309288-75855901,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,4,13,"2856, 840",12309288-75918980,GPON02-D2-GPI-4,FIBERHOME
172.28.114.23,4,14,"2856, 840",12309288-75855902,GPON02-D2-GPI-4,FIBERHOME
